"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
575,"Marja Eeva-Riitta","Eskelinen","Eskelinen, Marja","180477-096T",1,"Testiosoite 575","10574 Helsinki","etunimi.sukunimi.574@example.com",21,576,,8372219,"2018-11-02 11:41:57.043837","2018-11-02 11:41:57.043837",FALSE,FALSE,
592,"Satu Marianna","Simelius","Simelius, Satu","270382-012C",7,"Testiosoite 592","10591 Helsinki","etunimi.sukunimi.591@example.com",21,593,,8388605,"2018-11-02 11:41:57.253494","2018-11-02 11:41:57.253494",FALSE,FALSE,
567,"Anna Katariina","Huuskonen","Huuskonen, Anna","111090-0212",6,"Testiosoite 567","10566 Helsinki","etunimi.sukunimi.566@example.com",21,568,,4194299,"2018-11-02 11:41:56.947228","2018-11-02 11:41:56.947228",FALSE,FALSE,
582,"Ilari Tapani","Ahola","Ahola, Ilari","281261-037N",7,"Testiosoite 582","10581 Helsinki","etunimi.sukunimi.581@example.com",21,583,,8388475,"2018-11-02 11:41:57.128796","2018-11-02 11:41:57.128796",FALSE,FALSE,
573,"Juha-Pekka Olavi","Jurvanen","Jurvanen, Juha-Pekka","251254-094S",11,"Testiosoite 573","10572 Helsinki","etunimi.sukunimi.572@example.com",21,574,,8323067,"2018-11-02 11:41:57.019675","2018-11-02 11:41:57.019675",FALSE,FALSE,
569,"Ukko Väinö Eemeli","Piesala","Piesala, Eemeli","260866-041K",5,"Testiosoite 569","10568 Helsinki","etunimi.sukunimi.568@example.com",21,570,,7340027,"2018-11-02 11:41:56.971589","2018-11-02 11:41:56.971589",FALSE,FALSE,
572,"Hanna-Maria Helena","Mäkelä","Mäkelä, Hanna-Maria","140566-042E",7,"Testiosoite 572","10571 Helsinki","etunimi.sukunimi.571@example.com",21,573,,8257531,"2018-11-02 11:41:57.007822","2018-11-02 11:41:57.007822",FALSE,FALSE,
580,"Heidi Marja","Kuusela","Kuusela, Heidi","110851-0488",2,"Testiosoite 580","10579 Helsinki","etunimi.sukunimi.579@example.com",21,581,,8388091,"2018-11-02 11:41:57.104706","2018-11-02 11:41:57.104706",FALSE,FALSE,
583,"Jenna Henriikka","Mäkinen","Mäkinen, Jenna","210452-077N",11,"Testiosoite 583","10582 Helsinki","etunimi.sukunimi.582@example.com",21,584,,8388539,"2018-11-02 11:41:57.141044","2018-11-02 11:41:57.141044",FALSE,FALSE,
581,"Henri Mikael","Korhonen","Korhonen, Henri","020656-0152",4,"Testiosoite 581","10580 Helsinki","etunimi.sukunimi.580@example.com",21,582,,8388347,"2018-11-02 11:41:57.116579","2018-11-02 11:41:57.116579",FALSE,FALSE,
566,"Albert Lauri Kristian","Mäkelä","Mäkelä, Albert","080861-0820",10,"Testiosoite 566","10565 Helsinki","etunimi.sukunimi.565@example.com",21,567,,-5,"2018-11-02 11:41:56.935025","2018-11-02 11:41:56.935025",FALSE,FALSE,
568,"Anna Emilia","Kosonen","Kosonen, Anna","221055-073T",8,"Testiosoite 568","10567 Helsinki","etunimi.sukunimi.567@example.com",21,569,,6291451,"2018-11-02 11:41:56.959575","2018-11-02 11:41:56.959575",FALSE,FALSE,
576,"Suvi Matleena","Kosonen","Kosonen, Matleena","211063-095X",10,"Testiosoite 576","10575 Helsinki","etunimi.sukunimi.575@example.com",21,577,,8380411,"2018-11-02 11:41:57.055879","2018-11-02 11:41:57.055879",FALSE,FALSE,
585,"Liisa-Maija","Lähteenaho","Lähteenaho, Liisa","090665-060B",1,"Testiosoite 585","10584 Helsinki","etunimi.sukunimi.584@example.com",21,586,,8388587,"2018-11-02 11:41:57.165348","2018-11-02 11:41:57.165348",FALSE,FALSE,
587,"Matti Juha Henrik","Lehto","Lehto, Matti","290462-0950",6,"Testiosoite 587","10586 Helsinki","etunimi.sukunimi.586@example.com",21,588,,8388599,"2018-11-02 11:41:57.189128","2018-11-02 11:41:57.189128",FALSE,FALSE,
586,"Hennariikka Mariaana","Varjo","Varjo, Hennariikka 'Masa'","151186-035V",10,"Testiosoite 586","10585 Helsinki","etunimi.sukunimi.585@example.com",21,587,,8388595,"2018-11-02 11:41:57.177046","2018-11-02 11:41:57.177046",FALSE,FALSE,
590,"Ninni Maria Katariina","Hamberg","Hamberg, Ninni","060268-080L",2,"Testiosoite 590","10589 Helsinki","etunimi.sukunimi.589@example.com",21,591,,8388603,"2018-11-02 11:41:57.226408","2018-11-02 11:41:57.226408",FALSE,FALSE,
571,"Essi Kristiina","Rintala","Rintala, Essi","290961-069X",4,"Testiosoite 571","10570 Helsinki","etunimi.sukunimi.570@example.com",21,572,,8126459,"2018-11-02 11:41:56.995621","2018-11-02 11:41:56.995621",FALSE,FALSE,
574,"Maija Helena","Leppänen","Leppänen, Maija","310551-082U",9,"Testiosoite 574","10573 Helsinki","etunimi.sukunimi.573@example.com",21,575,,8355835,"2018-11-02 11:41:57.031714","2018-11-02 11:41:57.031714",FALSE,FALSE,
579,"Varpu Eliisa","Oinas","Oinas, Varpu","120286-075Y",5,"Testiosoite 579","10578 Helsinki","etunimi.sukunimi.578@example.com",21,580,,8387579,"2018-11-02 11:41:57.092465","2018-11-02 11:41:57.092465",FALSE,FALSE,
578,"Sara Tuuli Marjatta","Vogt","Vogt, Sara","060858-067E",8,"Testiosoite 578","10577 Helsinki","etunimi.sukunimi.577@example.com",21,579,,8386555,"2018-11-02 11:41:57.080619","2018-11-02 11:41:57.080619",FALSE,FALSE,
588,"Mikko Sakari","Hirvonen","Hirvonen, Mikko 'Apsu'","280967-092K",8,"Testiosoite 588","10587 Helsinki","etunimi.sukunimi.587@example.com",21,589,,8388601,"2018-11-02 11:41:57.20095","2018-11-02 11:41:57.20095",FALSE,FALSE,
589,"Niko Petteri","Tuominen","Tuominen, Niko","140970-076T",5,"Testiosoite 589","10588 Helsinki","etunimi.sukunimi.588@example.com",21,590,,8388602,"2018-11-02 11:41:57.21294","2018-11-02 11:41:57.21294",FALSE,FALSE,
584,"Lauri Olavi","Niittynen","Niittynen, Lauri","150456-072N",9,"Testiosoite 584","10583 Helsinki","etunimi.sukunimi.583@example.com",21,585,,8388571,"2018-11-02 11:41:57.153222","2018-11-02 11:41:57.153222",FALSE,FALSE,
577,"Otso Veikko","Kaijaluoto","Kaijaluoto, Otso","280179-048T",6,"Testiosoite 577","10576 Helsinki","etunimi.sukunimi.576@example.com",21,578,,8384507,"2018-11-02 11:41:57.067461","2018-11-02 11:41:57.067461",FALSE,FALSE,
570,"Elina Maria","Pylsy","Pylsy, Elina","190760-066H",2,"Testiosoite 570","10569 Helsinki","etunimi.sukunimi.569@example.com",21,571,,7864315,"2018-11-02 11:41:56.98363","2018-11-02 11:41:56.98363",FALSE,FALSE,
594,"Tero Tapani","Mäkinen","Mäkinen, Tero","030755-0169",9,"Testiosoite 594","10593 Helsinki","etunimi.sukunimi.593@example.com",21,595,,8388607,"2018-11-02 11:41:57.28073","2018-11-02 11:41:57.28073",FALSE,FALSE,
601,"Essi Erene Annika","Norri","Norri, Essi","301164-096U",4,"Testiosoite 601","10600 Helsinki","etunimi.sukunimi.600@example.com",24,602,,8257517,"2018-11-02 11:41:57.365934","2018-11-02 11:41:57.365934",FALSE,FALSE,
611,"Laura Katriina","Aalto-Setälä","Aalto-Setälä, Laura","120167-088N",4,"Testiosoite 611","10610 Helsinki","etunimi.sukunimi.610@example.com",24,612,,8388461,"2018-11-02 11:41:57.48921","2018-11-02 11:41:57.48921",FALSE,FALSE,
614,"Miika Valtteri","Ilomäki","Ilomäki, Miika","110281-090H",9,"Testiosoite 614","10613 Helsinki","etunimi.sukunimi.613@example.com",24,615,,8388573,"2018-11-02 11:41:57.525721","2018-11-02 11:41:57.525721",FALSE,FALSE,
634,"Taru Sinikka","Adler","Adler, Taru","051063-034M",9,"Testiosoite 634","10633 Helsinki","etunimi.sukunimi.633@example.com",24,635,,8388604,"2018-11-02 11:41:57.798665","2018-11-02 11:41:57.798665",FALSE,FALSE,
609,"Juho Valtteri","Tuomi","Tuomi, Juho","081259-021R",5,"Testiosoite 609","10608 Helsinki","etunimi.sukunimi.608@example.com",24,610,,8388077,"2018-11-02 11:41:57.464771","2018-11-02 11:41:57.464771",FALSE,FALSE,
610,"Kaisa Marika","Ritala","Ritala, Kaisa","270269-0415",2,"Testiosoite 610","10609 Helsinki","etunimi.sukunimi.609@example.com",24,611,,8388333,"2018-11-02 11:41:57.476558","2018-11-02 11:41:57.476558",FALSE,FALSE,
629,"Mikael Uolevi Rikari","Kauppinen","Kauppinen, Mikael","130653-024N",5,"Testiosoite 629","10628 Helsinki","etunimi.sukunimi.628@example.com",24,630,,8388599,"2018-11-02 11:41:57.726759","2018-11-02 11:41:57.726759",FALSE,FALSE,
596,"Anni Maria","Ritala","Ritala, Anni","090587-041L",10,"Testiosoite 596","10595 Helsinki","etunimi.sukunimi.595@example.com",24,597,,4194285,"2018-11-02 11:41:57.305304","2018-11-02 11:41:57.305304",FALSE,FALSE,
605,"Henri Iiro Eemeli","Holopainen","Holopainen, Henri","241274-096B",1,"Testiosoite 605","10604 Helsinki","etunimi.sukunimi.604@example.com",24,606,,8380397,"2018-11-02 11:41:57.416644","2018-11-02 11:41:57.416644",FALSE,FALSE,
619,"Timo Juhani","Häivälä","Häivälä, Timo","210566-054B",5,"Testiosoite 619","10618 Helsinki","etunimi.sukunimi.618@example.com",24,620,,8388589,"2018-11-02 11:41:57.587184","2018-11-02 11:41:57.587184",FALSE,FALSE,
627,"Lauri Pekka","Peltonen","Peltonen, Lauri 'Peltsi'","161164-069X",6,"Testiosoite 627","10626 Helsinki","etunimi.sukunimi.626@example.com",24,628,,8388597,"2018-11-02 11:41:57.698421","2018-11-02 11:41:57.698421",FALSE,FALSE,
631,"Pia Kristina","Lindfors","Lindfors, Pia","221167-0266",4,"Testiosoite 631","10630 Helsinki","etunimi.sukunimi.630@example.com",24,632,,8388601,"2018-11-02 11:41:57.755169","2018-11-02 11:41:57.755169",FALSE,FALSE,
618,"Tero Johannes","Alitalo","Alitalo, Tero","150266-018W",8,"Testiosoite 618","10617 Helsinki","etunimi.sukunimi.617@example.com",24,619,,8388588,"2018-11-02 11:41:57.573868","2018-11-02 11:41:57.573868",FALSE,FALSE,
633,"Saramia Maria","Sulkamo","Sulkamo, Saramia","011055-0417",11,"Testiosoite 633","10632 Helsinki","etunimi.sukunimi.632@example.com",24,634,,8388603,"2018-11-02 11:41:57.78417","2018-11-02 11:41:57.78417",FALSE,FALSE,
603,"Hanna-Kaisa Kristiina","Lehti","Lehti, Hanna-Kaisa","091178-0381",11,"Testiosoite 603","10602 Helsinki","etunimi.sukunimi.602@example.com",24,604,,8355821,"2018-11-02 11:41:57.391823","2018-11-02 11:41:57.391823",FALSE,FALSE,
604,"Heikki Sakari","Hyyti","Hyyti, Heikki","210468-0221",9,"Testiosoite 604","10603 Helsinki","etunimi.sukunimi.603@example.com",24,605,,8372205,"2018-11-02 11:41:57.404298","2018-11-02 11:41:57.404298",FALSE,FALSE,
621,"Tytti Inkeri","Rintanen","Rintanen, Tytti","120760-093V",4,"Testiosoite 621","10620 Helsinki","etunimi.sukunimi.620@example.com",24,622,,8388591,"2018-11-02 11:41:57.614404","2018-11-02 11:41:57.614404",FALSE,FALSE,
612,"Marika","Laurén","Laurén, Marika","171057-0168",7,"Testiosoite 612","10611 Helsinki","etunimi.sukunimi.611@example.com",24,613,,8388525,"2018-11-02 11:41:57.501332","2018-11-02 11:41:57.501332",FALSE,FALSE,
620,"Tuulia Paulina","Tamminen","Tamminen, Tuulia","140660-0864",2,"Testiosoite 620","10619 Helsinki","etunimi.sukunimi.619@example.com",24,621,,8388590,"2018-11-02 11:41:57.60042","2018-11-02 11:41:57.60042",FALSE,FALSE,
623,"Johanna Wilhelmiina","Ritala","Ritala, Wilhelmiina","070273-047F",11,"Testiosoite 623","10622 Helsinki","etunimi.sukunimi.622@example.com",24,624,,8388593,"2018-11-02 11:41:57.64209","2018-11-02 11:41:57.64209",FALSE,FALSE,
636,"Tuomas Risto","Wäre","Wäre, Tuomas","250963-0165",10,"Testiosoite 636","10635 Helsinki","etunimi.sukunimi.635@example.com",24,637,,8388606,"2018-11-02 11:41:57.828045","2018-11-02 11:41:57.828045",FALSE,FALSE,
608,"Johanna Elina","Liinaharja","Liinaharja, Johanna","050770-0042",8,"Testiosoite 608","10607 Helsinki","etunimi.sukunimi.607@example.com",24,609,,8387565,"2018-11-02 11:41:57.453145","2018-11-02 11:41:57.453145",FALSE,FALSE,
630,"Otto Veikko Verneri","Tiusanen","Tiusanen, Otto","081069-072B",2,"Testiosoite 630","10629 Helsinki","etunimi.sukunimi.629@example.com",24,631,,8388600,"2018-11-02 11:41:57.740566","2018-11-02 11:41:57.740566",FALSE,FALSE,
595,"Anna Katariina","Torkki","Torkki, Anna","200961-0716",1,"Testiosoite 595","10594 Helsinki","etunimi.sukunimi.594@example.com",24,596,,-19,"2018-11-02 11:41:57.292837","2018-11-02 11:41:57.292837",FALSE,FALSE,
613,"Markku Juhani","Alho","Alho, Markku","210280-091R",11,"Testiosoite 613","10612 Helsinki","etunimi.sukunimi.612@example.com",24,614,,8388557,"2018-11-02 11:41:57.513904","2018-11-02 11:41:57.513904",FALSE,FALSE,
625,"Jussi-Pekka","Parkkari","Parkkari, Jussi-Pekka","230784-0902",1,"Testiosoite 625","10624 Helsinki","etunimi.sukunimi.624@example.com",24,626,,8388595,"2018-11-02 11:41:57.670288","2018-11-02 11:41:57.670288",FALSE,FALSE,
597,"Annukka Katariina Emilia","Lehtikangas","Lehtikangas, Annukka","080784-061E",6,"Testiosoite 597","10596 Helsinki","etunimi.sukunimi.596@example.com",24,598,,6291437,"2018-11-02 11:41:57.317379","2018-11-02 11:41:57.317379",FALSE,FALSE,
617,"Otso Ilmari","Sattilainen","Sattilainen, Otso","190458-037M",6,"Testiosoite 617","10616 Helsinki","etunimi.sukunimi.616@example.com",24,618,,8388587,"2018-11-02 11:41:57.561928","2018-11-02 11:41:57.561928",FALSE,FALSE,
624,"Emma Josefiina","Ilkka","Ilkka, Emma","050450-008L",9,"Testiosoite 624","10623 Helsinki","etunimi.sukunimi.623@example.com",24,625,,8388594,"2018-11-02 11:41:57.656415","2018-11-02 11:41:57.656415",FALSE,FALSE,
606,"Ilkka Aleksi","Kärrylä","Kärrylä, Ilkka","160970-029K",10,"Testiosoite 606","10605 Helsinki","etunimi.sukunimi.605@example.com",24,607,,8384493,"2018-11-02 11:41:57.428796","2018-11-02 11:41:57.428796",FALSE,FALSE,
602,"Hanna Sofia","Hannus","Hannus, Hanna","241171-0122",7,"Testiosoite 602","10601 Helsinki","etunimi.sukunimi.601@example.com",24,603,,8323053,"2018-11-02 11:41:57.377972","2018-11-02 11:41:57.377972",FALSE,FALSE,
616,"Noora Marjaana","Heikintalo","Heikintalo, Noora","290187-0065",10,"Testiosoite 616","10615 Helsinki","etunimi.sukunimi.615@example.com",24,617,,8388585,"2018-11-02 11:41:57.549928","2018-11-02 11:41:57.549928",FALSE,FALSE,
626,"Karoliina Jounintytär","Karulinna","Karulinna, Karoliina","070572-008C",10,"Testiosoite 626","10625 Helsinki","etunimi.sukunimi.625@example.com",24,627,,8388596,"2018-11-02 11:41:57.684409","2018-11-02 11:41:57.684409",FALSE,FALSE,
635,"Tuomas Juha Tapani","Hillukkala","Hillukkala, Tuomas 'Juomas'","081068-021E",1,"Testiosoite 635","10634 Helsinki","etunimi.sukunimi.634@example.com",24,636,,8388605,"2018-11-02 11:41:57.813278","2018-11-02 11:41:57.813278",FALSE,FALSE,
599,"Anu Jutta Hannele","Välimäki","Välimäki, Anu","060453-019C",5,"Testiosoite 599","10598 Helsinki","etunimi.sukunimi.598@example.com",24,600,,7864301,"2018-11-02 11:41:57.341314","2018-11-02 11:41:57.341314",FALSE,FALSE,
615,"Mikko Tapani","Mäkipää","Mäkipää, Mikko","130471-0695",1,"Testiosoite 615","10614 Helsinki","etunimi.sukunimi.614@example.com",24,616,,8388581,"2018-11-02 11:41:57.537973","2018-11-02 11:41:57.537973",FALSE,FALSE,
622,"Veera Nikoletta","Parisianos","Parisianos, Veera","070865-087J",7,"Testiosoite 622","10621 Helsinki","etunimi.sukunimi.621@example.com",24,623,,8388592,"2018-11-02 11:41:57.628064","2018-11-02 11:41:57.628064",FALSE,FALSE,
628,"Maria Sisko Helena","Lassila","Lassila, Maria","300557-057X",8,"Testiosoite 628","10627 Helsinki","etunimi.sukunimi.627@example.com",24,629,,8388598,"2018-11-02 11:41:57.712752","2018-11-02 11:41:57.712752",FALSE,FALSE,
598,"Antto Sakari","Saarenmaa","Saarenmaa, Antto","060166-068W",8,"Testiosoite 598","10597 Helsinki","etunimi.sukunimi.597@example.com",24,599,,7340013,"2018-11-02 11:41:57.329416","2018-11-02 11:41:57.329416",FALSE,FALSE,
607,"Eriika Inkeri","Liinaharja","Liinaharja, Inkeri","150953-027F",6,"Testiosoite 607","10606 Helsinki","etunimi.sukunimi.606@example.com",24,608,,8386541,"2018-11-02 11:41:57.441034","2018-11-02 11:41:57.441034",FALSE,FALSE,
632,"Antti Sampsa Johannes","Hatakka","Hatakka, Sampsa","180688-069C",7,"Testiosoite 632","10631 Helsinki","etunimi.sukunimi.631@example.com",24,633,,8388602,"2018-11-02 11:41:57.769567","2018-11-02 11:41:57.769567",FALSE,FALSE,
600,"Emmi Loviisa","Lepistö","Lepistö, Emmi","270455-001V",2,"Testiosoite 600","10599 Helsinki","etunimi.sukunimi.599@example.com",24,601,,8126445,"2018-11-02 11:41:57.353764","2018-11-02 11:41:57.353764",FALSE,FALSE,
637,"Veikko Olavi","Aitosalo","Aitosalo, Veikko","110556-006S",6,"Testiosoite 637","10636 Helsinki","etunimi.sukunimi.636@example.com",24,638,,8388607,"2018-11-02 11:41:57.842957","2018-11-02 11:41:57.842957",FALSE,FALSE,
648,"Antti Erik","Mänttäri","Mänttäri, Antti","210374-011D",8,"Testiosoite 648","10647 Helsinki","etunimi.sukunimi.647@example.com",17,649,,8380396,"2018-11-02 11:41:57.981113","2018-11-02 11:41:57.981113",FALSE,FALSE,
677,"Pekka Tapio","Sutinen","Sutinen, Pekka","240257-024K",6,"Testiosoite 677","10676 Helsinki","etunimi.sukunimi.676@example.com",17,678,,8388603,"2018-11-02 11:41:58.307318","2018-11-02 11:41:58.307318",FALSE,FALSE,
661,"Anni Katariina","Mäkeläinen","Mäkeläinen, Anni","250162-082K",4,"Testiosoite 661","10660 Helsinki","etunimi.sukunimi.660@example.com",17,662,,8388587,"2018-11-02 11:41:58.114036","2018-11-02 11:41:58.114036",FALSE,FALSE,
664,"Elina Riina Anniina","Mattero","Mattero, Elina","290761-0335",9,"Testiosoite 664","10663 Helsinki","etunimi.sukunimi.663@example.com",17,665,,8388590,"2018-11-02 11:41:58.150327","2018-11-02 11:41:58.150327",FALSE,FALSE,
666,"Emmi Helena","Pilhjerta","Pilhjerta, Emmi","030484-094V",10,"Testiosoite 666","10665 Helsinki","etunimi.sukunimi.665@example.com",17,667,,8388592,"2018-11-02 11:41:58.173489","2018-11-02 11:41:58.173489",FALSE,FALSE,
647,"Tuure Tapio","Kiviranta","Kiviranta, Tuure","060968-0432",6,"Testiosoite 647","10646 Helsinki","etunimi.sukunimi.646@example.com",17,648,,8372204,"2018-11-02 11:41:57.969725","2018-11-02 11:41:57.969725",FALSE,FALSE,
669,"Juha Aleksi","Louhiranta","Louhiranta, Juha","060560-0599",5,"Testiosoite 669","10668 Helsinki","etunimi.sukunimi.668@example.com",17,670,,8388595,"2018-11-02 11:41:58.210291","2018-11-02 11:41:58.210291",FALSE,FALSE,
675,"Melissa Anu Maria","Mustonen","Mustonen, Melissa","190868-008H",1,"Testiosoite 675","10674 Helsinki","etunimi.sukunimi.674@example.com",17,676,,8388601,"2018-11-02 11:41:58.282899","2018-11-02 11:41:58.282899",FALSE,FALSE,
670,"Katriina Hannele","Lipponen","Lipponen, Katriina","220656-071S",2,"Testiosoite 670","10669 Helsinki","etunimi.sukunimi.669@example.com",17,671,,8388596,"2018-11-02 11:41:58.222306","2018-11-02 11:41:58.222306",FALSE,FALSE,
640,"Juho Pekka Aleksi","Eskelinen","Eskelinen, Juho","250464-089R",2,"Testiosoite 640","10639 Helsinki","etunimi.sukunimi.639@example.com",17,641,,6291436,"2018-11-02 11:41:57.880305","2018-11-02 11:41:57.880305",FALSE,FALSE,
660,"Annamaria Janita","Hänninen","Hänninen, Annamaria","260175-058T",2,"Testiosoite 660","10659 Helsinki","etunimi.sukunimi.659@example.com",17,661,,8388586,"2018-11-02 11:41:58.104165","2018-11-02 11:41:58.104165",FALSE,FALSE,
653,"Marleena Meri-Tuulia","Salonen","Salonen, Marleena","291082-094Y",11,"Testiosoite 653","10652 Helsinki","etunimi.sukunimi.652@example.com",17,654,,8388332,"2018-11-02 11:41:58.033214","2018-11-02 11:41:58.033214",FALSE,FALSE,
658,"Timo Johannes","Laine","Laine, Timo","150359-013R",8,"Testiosoite 658","10657 Helsinki","etunimi.sukunimi.657@example.com",17,659,,8388580,"2018-11-02 11:41:58.083652","2018-11-02 11:41:58.083652",FALSE,FALSE,
654,"Mikko Olavi","Laaksonen","Laaksonen, Mikko","300577-040J",9,"Testiosoite 654","10653 Helsinki","etunimi.sukunimi.653@example.com",17,655,,8388460,"2018-11-02 11:41:58.04335","2018-11-02 11:41:58.04335",FALSE,FALSE,
659,"Anna Katriina","Kähö","Kähö, Anna","040290-099L",5,"Testiosoite 659","10658 Helsinki","etunimi.sukunimi.658@example.com",17,660,,8388584,"2018-11-02 11:41:58.094189","2018-11-02 11:41:58.094189",FALSE,FALSE,
671,"Laura Maria","Väisänen","Väisänen, Laura","030970-040J",4,"Testiosoite 671","10670 Helsinki","etunimi.sukunimi.670@example.com",17,672,,8388597,"2018-11-02 11:41:58.234178","2018-11-02 11:41:58.234178",FALSE,FALSE,
680,"Ulla Riina","Peuhkuri","Peuhkuri, Ulla","121260-001X",2,"Testiosoite 680","10679 Helsinki","etunimi.sukunimi.679@example.com",17,681,,8388606,"2018-11-02 11:41:58.34709","2018-11-02 11:41:58.34709",FALSE,FALSE,
655,"Milja Sinituulia","Ahtosalo","Ahtosalo, Milja","060672-063A",1,"Testiosoite 655","10654 Helsinki","etunimi.sukunimi.654@example.com",17,656,,8388524,"2018-11-02 11:41:58.053525","2018-11-02 11:41:58.053525",FALSE,FALSE,
673,"Maiju Henriikka","Laamanen","Laamanen, Maiju","200658-020B",11,"Testiosoite 673","10672 Helsinki","etunimi.sukunimi.672@example.com",17,674,,8388599,"2018-11-02 11:41:58.258238","2018-11-02 11:41:58.258238",FALSE,FALSE,
643,"Pekka Juho Henrik","Torvinen","Torvinen, Pekka","081169-0050",11,"Testiosoite 643","10642 Helsinki","etunimi.sukunimi.642@example.com",17,644,,8126444,"2018-11-02 11:41:57.920555","2018-11-02 11:41:57.920555",FALSE,FALSE,
656,"Riku Santtu Rainer","Nöjd","Nöjd, Riku","130773-064X",10,"Testiosoite 656","10655 Helsinki","etunimi.sukunimi.655@example.com",17,657,,8388556,"2018-11-02 11:41:58.063162","2018-11-02 11:41:58.063162",FALSE,FALSE,
663,"Aura Iida Maria","Puolakka","Puolakka, Aura","170563-0639",11,"Testiosoite 663","10662 Helsinki","etunimi.sukunimi.662@example.com",17,664,,8388589,"2018-11-02 11:41:58.138201","2018-11-02 11:41:58.138201",FALSE,FALSE,
668,"Johanna Marjukka","Hämäläinen","Hämäläinen, Johanna","240982-0650",8,"Testiosoite 668","10667 Helsinki","etunimi.sukunimi.667@example.com",17,669,,8388594,"2018-11-02 11:41:58.198565","2018-11-02 11:41:58.198565",FALSE,FALSE,
